LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-262K1.1,0,64,18,0,0,59,0,1,1,1,3,14,17,0,0,0,1,834.432,4595,1,0,4595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-263C24.1,0,53,29,0,0,0,0,1,0,2,4,13,17,0,0,0,1,1353.7011,5838,1,0,5838,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-263E1.1,0,59,6,0,0,0,0,10,4,1,17,41,58,0,0,0,1,1360.2972,9250,0,0,22897,0,0,0,6,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,17,15,0
RP11-263K19.4,2,36,168,0,0,0,0,38,9,4,33,56,89,10.5,60074.16417,722.5,1,5276.090831,18022,1,0,22432,16,7.73375,6,35,32,129,31,98,6,11,17,4,29562.03019,21932,9,53384.85766,783,2.5,12333.02105,20351.5,9,42526.59455,22313,11,65793.63993,783,4,11912.06116,21043,71,99,6,12,31,83,9
RP11-263K19.6,0,24,47,0,0,0,0,18,4,3,39,65,104,10,52517.97614,786,1,5276.090831,18022,0,0,22897,2,4.505,7,35,1,11,6,5,6,5,11,9,40334.61643,22370,11,61957.79619,783,1,3575.21084,17960,5,34392.82174,22286,10.5,60074.16415,719.5,1,3575.21084,17903,2,7,2,7,43,9,9
RP11-263K4.3,0,76,15,0,0,0,0,2,0,0,19,38,57,0,0,0,1,4013.934293,15226,0,0,22897,0,0,0,30,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,5,15,0
RP11-263K4.4,0,67,9,0,0,106,0,2,1,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,5,15,0
RP11-263K4.5,0,72,15,0,0,0,0,2,0,0,8,15,23,0,0,0,1,3886.994262,16752,1,0,17843,0,0,0,13,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,5,15,0
RP11-264A11.1,0,42,27,0,0,52,0,0,0,0,1,18,19,0,0,0,1,890.4256,5267,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-264B14.1,0,27,19,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-264B14.2,0,26,20,0,0,129,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-264B17.2,0,49,79,0,0,0,0,32,6,4,17,49,66,0,0,0,1,4831.97026,16565,1,0,18289,8,6.728182,0,35,25,83,13,70,0,25,25,1,12420.82089,18179,5,47293.86537,931,1,6804.562793,17437,1,5570.250136,16888,0,0,0,1,5570.250136,16888,28,50,8,12,25,51,20
RP11-264B17.3,0,48,74,21,0,0,0,32,6,3,14,47,61,0,0,0,1,5085.156028,16627.5,0,0,22897,7,6.726842,0,32,25,83,13,70,0,25,25,1,12420.82089,18179,5,47293.86537,931,1,6804.562793,17437,1,5570.250136,16888,0,0,0,1,5570.250136,16888,28,50,7,12,25,51,20
RP11-264B17.4,1,47,63,0,0,0,0,6,2,3,11,43,54,0,0,0,1,3847.69919,15475,1,0,17223,15,8.394889,0,21,2,20,0,20,0,20,20,1,3701.165825,14651.5,0,0,0,1,3701.165825,14651.5,1,3701.165825,14594.5,0,0,0,1,3701.165825,14594.5,6,8,6,8,16,14,14
RP11-264B17.5,0,61,71,0,0,0,0,2,0,1,10,37,47,0,0,0,1,3701.165825,14713.5,0,0,22897,1,8.27,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
RP11-264C15.2,0,57,66,0,0,0,0,20,5,2,5,22,27,0,0,0,1,1603.445933,8780.5,0,0,22897,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
RP11-264E18.1,1,51,15,0,0,77,0,8,3,0,18,166,184,0,0,0,1,751.6497889,8281,1,0,8153,5,7.297692,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
RP11-264F23.4,0,21,70,0,0,0,0,26,5,2,24,54,78,2,29318.144,360,2,4486.466582,14728,0,0,22897,15,7.405,1,11,18,43,4,39,1,10,11,2,10612.17869,16550,2,35365.37687,357,2,6079.902962,15428,2,7529.055492,14990,2,29318.1438,357,2,3171.23783,14342,27,41,5,5,23,33,10
RP11-264I13.2,0,60,22,0,0,0,0,3,1,0,30,96,126,0,0,0,1,3306.584935,12467.5,0,0,22897,5,8.003333,0,20,23,10,0,10,0,4,4,1,4427.226964,13012,0,0,0,1,4427.226964,13012,1.5,8606.232075,18093.5,0,0,0,1.5,8606.232075,18093.5,13,33,6,7,22,23,16
RP11-264K23.1,0,51,19,0,0,71,0,0,0,0,1,9,10,0,0,0,1,2092.296825,13002.5,0,0,22897,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
RP11-264L1.3,3,122,53,4,0,0,0,1,0,0,2,12,14,0,0,0,1,3115.014633,9217,0,0,22897,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-264L1.4,0,117,28,0,0,0,0,3,0,1,7,9,16,0,0,0,2,8307.0475,17628,2,0,20508,3,8.283333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-264M12.2,0,75,22,0,0,111,0,0,0,0,7,35,42,0,0,0,1,1448.693973,10661,1,0,9821,0,0,0,11,1,9,0,9,0,9,9,1,1422.591233,10599,0,0,0,1,1422.591233,10599,1,1422.591233,10542,0,0,0,1,1422.591233,10542,2,2,2,2,19,10,10
RP11-265D17.2,0,99,22,0,0,239,0,7,1,1,27,66,93,12,122294.0055,793.5,1,2678.760235,12761,1,0,22894,3,7.076667,2,17,3,20,1,19,0,9,9,1,8335.517481,17668,7,32853.2491,173,1,6864.453584,17531,1,3587.613115,15126,0,0,0,1,3587.613115,15126,12,22,6,10,9,9,8
RP11-265E18.1,0,55,22,0,0,0,0,2,0,0,23,41,64,2,34708.238,619,1,6076.081198,17854,0,0,22897,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
RP11-265F19.1,0,55,19,0,0,0,0,0,0,0,5,17,22,0,0,0,1,2511.71628,12087.5,0,0,22897,1,8.69,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
RP11-265N6.1,0,52,29,0,0,0,0,1,0,1,12,22,34,0,0,0,1,4549.7252,17168,0,0,22897,1,9.1,0,32,1,7,0,7,0,7,7,3,9185.4688,18113,0,0,0,3,9185.4688,18113,3,9185.4688,18056,0,0,0,3,9185.4688,18056,1,3,1,3,18,0,0
RP11-265N6.2,0,51,31,0,0,0,0,24,6,4,7,12,19,0,0,0,1,3234.439258,14926,1,0,18477,5,7.514167,0,19,14,24,0,24,0,12,12,2,6614.077997,17678,0,0,0,2,6614.077997,17678,1,4063.699025,16784,0,0,0,1,4063.699025,16784,6,13,2,5,17,4,3
RP11-265N7.2,0,57,2,0,0,182,0,1,0,0,8,17,25,0,0,0,1,3603.336895,13377,1,0,17758,1,8.953333,0,19,24,15,0,15,0,4,4,1,4386.594988,12950,0,0,0,1,4386.594988,12950,2,7114.99194,14655,0,0,0,2,7114.99194,14655,11,29,1,1,14,8,0
RP11-265O12.1,0,53,19,0,0,0,0,4,0,1,10,103,113,0,0,0,1,4346.24545,15308,0,0,22897,4,8.437273,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
RP11-266A24.1,0,47,58,0,0,0,0,0,0,0,6,20,26,0,0,0,1,993.3624833,7751.5,0,0,22897,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-266E14.1,0,73,25,0,0,0,0,0,0,0,8,58,66,0,0,0,1,2490.150942,12438,0,0,22897,0,0,0,12,3,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,18,0,0,5,17,0
RP11-266E6.3,0,65,17,0,0,0,0,4,1,0,4,29,33,0,0,0,1,2075.9829,7679,1,0,7679,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-266J6.2,0,50,48,0,0,0,0,5,1,1,28,100,128,5,27939.849,358,1,4424.472325,15418,0,0,22897,3,8.708889,1,63,4,34,2,32,1,10,11,2,12139.6103,20112,6,38752.58973,800,2,10501.88849,19930,1,4831.730645,14031,5,27939.8485,355,1,2520.91886,14029,8,19,3,2,33,25,8
RP11-266K22.2,2,29,28,0,0,190,0,2,1,2,27,88,115,0,0,0,1,4303.848805,16092,1,0,19405,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
RP11-266K4.9,0,72,52,0,0,0,0,18,4,3,7,20,27,0,0,0,1,2152.918364,11716,0,0,22897,8,7.35,0,14,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,18,15,0
RP11-266L9.2,0,36,40,0,0,0,0,24,7,3,12,33,45,0,0,0,2,4735.551558,15515,2,0,19241,1,9.286667,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
RP11-266L9.5,0,80,103,0,0,0,0,12,3,2,25,51,76,0,0,0,1,4522.74739,13376.5,0,0,22897,7,7.887059,0,48,14,50,0,50,0,29,29,2,5713.657315,16950,0,0,0,2,5713.657315,16950,2,6003.213771,15913,0,0,0,2,6003.213771,15913,16,32,9,13,30,51,20
RP11-266N13.2,2,32,16,0,0,0,0,21,6,4,39,45,84,0,0,0,1,5685.067488,8743,1,0,5337,9,5.849412,0,25,17,7,0,7,0,7,7,3,16143.09652,20616,0,0,0,3,16143.09652,20616,3,16143.09652,20559,0,0,0,3,16143.09652,20559,6,2,5,1,10,1,0
RP11-266O8.1,1,93,25,0,0,0,0,2,1,0,4,71,75,0,0,0,1,2181.95245,8345,0,0,22897,5,7.186429,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
RP11-267A15.1,2,63,27,0,0,0,0,21,6,1,33,88,121,9,36813.403,177,1,6770.6167,11985,1,0,21339,2,7.46,1,24,1,3,0,3,0,0,0,3,11841.3812,16074,0,0,0,3,11841.3812,16074,0,0,0,0,0,0,0,0,0,2,8,0,0,41,3,0
RP11-267A15.3,0,61,48,0,0,0,0,32,8,3,32,69,101,8,36018.154,380,1,6082.53825,12355.5,0,0,22897,2,7.07,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
RP11-267C16.1,0,58,15,0,0,0,0,10,0,1,17,35,52,0,0,0,2,5297.689711,17431.5,0,0,22897,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
RP11-267D19.1,0,55,6,0,0,124,0,6,0,1,23,26,49,2,44651.736,850,2,6120.4086,17777,0,0,22897,2,6.861667,1,13,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,2,15,0
RP11-267L5.1,0,78,19,0,0,0,0,0,0,0,3,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-267M23.3,0,44,50,0,0,0,0,6,1,3,21,23,44,0,0,0,1,3090.836366,13188.5,0,0,22897,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
RP11-267M23.4,1,55,27,0,0,0,0,35,8,5,7,11,18,0,0,0,1,3869.08826,17039.5,0,0,22897,3,6.56,0,10,13,67,3,64,0,10,10,1,5315.731357,15753,1,19305.08053,789,1,4887.485974,15434,1,3869.08826,16920.5,0,0,0,1,3869.08826,16920.5,23,27,4,3,20,53,11
RP11-267N12.1,0,43,5,0,0,0,0,1,0,1,10,30,40,0,0,0,1,1848.736336,12777,1,0,144,1,9.06,0,11,17,12,0,12,0,1,1,1,3468.4452,15404.5,0,0,0,1,3468.4452,15404.5,1,299.9229,25,0,0,0,1,299.9229,25,3,5,1,2,8,20,1
RP11-267N12.3,1,50,15,8,0,0,0,41,9,6,11,30,41,0,0,0,1,3756.492682,15520,1,0,15629,2,7.2175,0,11,20,1,0,1,0,0,0,1,299.9229,82,0,0,0,1,299.9229,82,0,0,0,0,0,0,0,0,0,0,1,0,0,19,3,0
RP11-268E23.2,0,63,4,0,0,0,0,0,0,0,14,27,41,3,29113.786,403,1,2757.15111,12009.5,1,0,6719,1,7.15,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
RP11-268F1.3,0,50,29,0,0,191,0,4,0,0,11,24,35,0,0,0,1,1230.147417,6482.5,0,0,22897,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0
RP11-268G13.1,0,61,23,0,0,0,0,8,0,2,9,26,35,0,0,0,0,0,0,0,0,0,5,7.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
RP11-268I9.3,0,46,26,0,0,0,0,19,4,1,2,11,13,0,0,0,0,0,0,0,0,0,6,8.719444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-268P4.4,0,61,23,0,0,0,0,32,7,6,10,6,16,0,0,0,1,7101.588854,19279,1,0,19594,5,7.570769,0,13,8,34,2,32,0,0,0,1,6698.393779,16307,4.5,37359.05525,424,1,5754.988811,16307,0,0,0,0,0,0,0,0,0,16,19,1,0,9,29,0
RP11-268P4.5,0,46,34,0,0,0,0,5,1,0,15,14,29,0,0,0,1,5343.221348,18338,1,0,19126,0,0,0,25,6,46,2,44,0,24,24,1,8807.933114,19111,4.5,37359.05525,424,1,7788.25018,19106.5,1,5537.852033,18404.5,0,0,0,1,5537.852033,18404.5,18,24,8,11,9,38,9
RP11-269C4.2,0,41,32,0,0,0,0,0,0,0,5,19,24,0,0,0,1,456.4945,1905,1,0,1905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-269F19.2,0,40,57,0,0,0,0,29,7,6,67,191,258,5,47940.008,805,1,5181.678813,15479.5,1,0,18958,17,7.781569,9,86,18,108,10,98,9,31,40,1,12189.88311,18940,5,48676.62999,802,1,6842.687446,18343,3,20398.21329,21430.5,5,49578.16021,816.5,2,7429.347994,16274,41,57,17,25,52,102,17
RP11-269F20.1,0,42,27,0,0,0,0,16,5,2,5,41,46,0,0,0,1,1562.989333,11947,1,0,8872,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
RP11-269F21.1,0,52,5,0,0,0,0,4,0,0,1,8,9,0,0,0,1.5,2266.9512,9633.5,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-269F21.2,0,30,4,0,0,74,0,2,2,0,1,10,11,0,0,0,2,3113.736,11501,2,0,11501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-269F21.3,0,53,13,0,0,0,0,19,3,2,13,34,47,0,0,0,1,3775.445915,12039,1,0,21190,0,0,0,27,2,9,3,6,0,0,0,1,23464.35823,22392,1,37694.22743,993,1,16349.42363,21757,0,0,0,0,0,0,0,0,0,3,4,0,0,15,5,0
RP11-269G24.2,1,40,15,0,0,88,0,4,0,0,4,11,15,0,0,0,1,4044.381109,17403,1,0,17897,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
RP11-269G24.3,1,40,117,0,0,0,0,30,6,5,16,49,65,2,28379.513,343,1,4556.327694,15713.5,1,0,19921,17,8.538039,1,18,31,74,7,67,1,17,18,2,11891.88556,19708,2,29254.75348,340,2,9150.380098,19529,2,11116.67147,19651,2,28379.5125,340,2,8958.816338,19472,39,59,11,21,23,64,13
RP11-269G24.4,1,44,112,0,0,0,0,30,6,5,16,49,65,2,28379.513,343,1,4556.327694,15713.5,1,0,19921,19,8.557895,1,18,31,74,7,67,1,17,18,2,11891.88556,19708,2,29254.75348,340,2,9150.380098,19529,2,11116.67147,19651,2,28379.5125,340,2,8958.816338,19472,39,59,11,21,23,64,13
RP11-269G24.6,1,37,127,0,0,340,0,27,7,2,38,110,148,2,28379.513,343,1,4324.854845,15451,0,0,22897,6,6.856667,1,55,23,93,7,86,1,44,45,2,11418.00703,19708,2,29167.22938,340,2,9074.875366,19529,1.5,8600.426613,17910.5,2,28379.5125,340,1,7078.958468,17670,38,60,20,32,24,75,4
RP11-269M20.3,0,40,50,0,0,0,0,22,8,4,28,28,56,0,0,0,1,1798.970075,11035,0,0,22897,6,6.895,0,20,6,29,0,29,0,0,0,1,10021.822,19191,0,0,0,1,10021.822,19191,0,0,0,0,0,0,0,0,0,19,21,0,0,12,39,0
RP11-26E5.1,0,67,28,0,0,0,0,1,0,0,2,18,20,2,38885.213,731,1,5274.262133,10661,0,0,22897,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-26J3.1,1,42,24,0,0,0,0,10,3,1,15,34,49,0,0,0,1.5,4282.267632,12480,0,0,22897,3,7.996667,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
RP11-26J3.3,1,44,10,0,0,0,0,7,2,3,3,3,6,0,0,0,1,1707.120667,8681,1,0,8681,2,8.941667,0,3,18,55,0,55,0,2,2,2,4940.087776,15066,0,0,0,2,4940.087776,15066,1,1737.196,8418,0,0,0,1,1737.196,8418,32,37,1,3,3,58,0
RP11-26L16.1,2,82,23,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1523.25915,8632,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-26L20.3,0,66,11,0,0,0,0,1,0,0,3,36,39,0,0,0,1.5,3829.56275,12545.5,0,0,22897,2,6.496667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-26L20.4,0,44,122,0,0,0,0,6,1,0,6,62,68,0,0,0,1.5,3224.08455,10495,0,0,22897,27,7.812597,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-26M5.2,2,61,0,0,0,0,0,1,1,0,2,17,19,0,0,0,2,8679.0867,14027.5,0,0,22897,0,0,0,2,1,12,0,12,0,0,0,1,5676.402548,18293,0,0,0,1,5676.402548,18293,0,0,0,0,0,0,0,0,0,3,5,0,0,1,12,0
RP11-26M5.3,2,58,20,0,0,0,0,5,0,0,6,27,33,0,0,0,1,1155.08155,6418.5,0,0,22897,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-26N15.2,0,41,11,0,0,86,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-26O3.1,0,97,21,0,0,0,0,2,0,0,2,50,52,0,0,0,1.5,1539.71105,6193.5,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-26P13.2,2,52,15,0,0,125,0,2,1,0,72,138,210,7.5,43014.5255,425.5,1,5068.845384,12559.5,0,0,22897,0,0,2,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,19,0,0
RP11-270M14.4,0,43,40,0,0,0,0,2,0,1,13,36,49,4,26949.37,272,1,2417.273648,9777,0,0,22897,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
RP11-270M14.5,1,23,11,0,0,0,0,7,3,1,9,52,61,0,0,0,1,2159.60156,10139.5,0,0,22897,0,0,0,10,2,3,1,2,0,0,0,1,13950.0679,11907,11,37436.6265,222,1,2206.7886,9671,0,0,0,0,0,0,0,0,0,4,9,0,0,14,7,0
RP11-271C24.2,1,37,75,0,0,0,0,19,6,4,16,27,43,0,0,0,1,7133.719464,17329,0,0,22897,0,0,0,28,8,43,3,40,0,13,13,1,8812.804719,16107,3,76503.18007,815,1,4751.382198,16087,1,3900.8301,15559,0,0,0,1,3900.8301,15559,15,20,6,7,21,47,0
RP11-271F18.1,0,58,57,0,0,80,0,0,0,0,1,3,4,0,0,0,1,603.4145,2931,1,0,2931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-271F18.4,0,64,4,0,0,0,0,1,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-271M24.2,0,55,34,0,0,0,0,31,6,6,8,67,75,0,0,0,1,2942.365717,12780,0,0,22897,6,7.692353,0,30,5,9,0,9,0,9,9,1,2985.055722,12705,0,0,0,1,2985.055722,12705,1,2985.055722,12648,0,0,0,1,2985.055722,12648,4,5,3,3,17,8,8
RP11-271O3.1,0,60,7,0,0,0,0,1,0,0,14,61,75,0,0,0,1,1133.83244,7609.5,0,0,22897,0,0,0,20,18,5,0,5,0,0,0,1,2319.486667,7733.5,0,0,0,1,2319.486667,7733.5,0,0,0,0,0,0,0,0,0,5,22,0,0,0,4,0
RP11-272B17.1,0,44,0,0,0,0,0,2,0,0,13,36,49,0,0,0,1,1377.5902,7756,1,0,6256,0,0,0,11,3,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,15,0,0,9,15,0
RP11-272D12.1,0,44,40,0,0,0,0,3,0,0,3,52,55,0,0,0,1,1451.531833,8426,1,0,8426,4,8.381667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-272D12.2,0,46,19,0,0,137,0,15,3,0,14,38,52,0,0,0,1,2217.0118,12990.5,0,0,22897,0,0,0,10,1,1,0,1,0,0,0,2,1607.84,7597,0,0,0,2,1607.84,7597,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-272D20.2,2,53,59,0,0,0,0,1,0,1,23,85,108,0,0,0,1,4999.691616,15350.5,0,0,22897,2,9.071667,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
RP11-272J7.4,1,66,22,0,0,0,0,2,0,0,2,36,38,0,0,0,1,949.5,6540,1,0,6540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-272K23.3,0,50,12,0,0,0,0,3,0,0,2,17,19,0,0,0,1,820.1669333,6209,1,0,6209,2,7.436667,0,3,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,5,15,0
